participant,filename,video_path,raw_gloss,gloss,source,split,class_idx
89,65160.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\65160.mp4,become,BECOME,wlasl,train,166
P48,14729951997994695-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\14729951997994695-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P39,5628743417976216-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5628743417976216-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P29,7592469306073191-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7592469306073191-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P27,7327261352671983-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7327261352671983-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
13,05617.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05617.mp4,become,BECOME,wlasl,train,166
P10,44032563676770886-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\44032563676770886-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P9,6018850425855893-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6018850425855893-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P1,34318091362618364-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\34318091362618364-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P2,8373552589107214-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8373552589107214-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P15,5576735775385298-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5576735775385298-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P52,4624045800609997-seedBECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\4624045800609997-seedBECOME.mp4,BECOME,BECOME,asl_citizen,train,166
12,05622.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05622.mp4,become,BECOME,wlasl,train,166
P16,6206277359819543-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6206277359819543-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P33,33816613719010147-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\33816613719010147-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P40,6459252267958286-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6459252267958286-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P42,22125015427661077-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\22125015427661077-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P43,9937921981224223-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9937921981224223-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P22,6362588132689482-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6362588132689482-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P37,0799259173630189-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\0799259173630189-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P49,634731085380404-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\634731085380404-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
31,05616.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05616.mp4,become,BECOME,wlasl,train,166
P15,13928219593266067-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\13928219593266067-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P31,8952526788990092-BECOME.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8952526788990092-BECOME.mp4,BECOME,BECOME,asl_citizen,train,166
P7,7792037640059655-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7792037640059655-BED.mp4,BED1,BED,asl_citizen,train,167
P48,010505572845943778-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\010505572845943778-BED.mp4,BED1,BED,asl_citizen,train,167
P46,8095655324161697-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8095655324161697-BED.mp4,BED1,BED,asl_citizen,train,167
P40,17887646260763734-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\17887646260763734-BED 2.mp4,BED2,BED,asl_citizen,train,167
4,05633.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05633.mp4,bed,BED,wlasl,train,167
P47,5803380844903856-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5803380844903856-BED 2.mp4,BED2,BED,asl_citizen,train,167
P52,6085999425709865-seedBED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6085999425709865-seedBED.mp4,BED1,BED,asl_citizen,train,167
P50,1248507910408927-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\1248507910408927-BED.mp4,BED1,BED,asl_citizen,train,167
P17,7041456864385043-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7041456864385043-BED.mp4,BED1,BED,asl_citizen,train,167
P49,9527007531687322-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9527007531687322-BED.mp4,BED1,BED,asl_citizen,train,167
4,05632.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05632.mp4,bed,BED,wlasl,train,167
P12,07478185392264436-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\07478185392264436-BED.mp4,BED1,BED,asl_citizen,train,167
89,65163.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\65163.mp4,bed,BED,wlasl,train,167
P29,30658114683051063-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\30658114683051063-BED.mp4,BED1,BED,asl_citizen,train,167
P16,1561023536919608-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\1561023536919608-BED 2.mp4,BED2,BED,asl_citizen,train,167
P29,699773681744323-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\699773681744323-BED 2.mp4,BED2,BED,asl_citizen,train,167
P37,47405159977062383-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\47405159977062383-BED.mp4,BED1,BED,asl_citizen,train,167
4,05631.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05631.mp4,bed,BED,wlasl,train,167
P15,586395817126711-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\586395817126711-BED.mp4,BED1,BED,asl_citizen,train,167
P48,5350432124376727-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5350432124376727-BED 2.mp4,BED2,BED,asl_citizen,train,167
10,05637.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05637.mp4,bed,BED,wlasl,train,167
88,65161.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\65161.mp4,bed,BED,wlasl,train,167
P27,8954637787648481-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8954637787648481-BED 2.mp4,BED2,BED,asl_citizen,train,167
P21,9692510604431204-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9692510604431204-BED.mp4,BED1,BED,asl_citizen,train,167
P39,20913799153047496-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\20913799153047496-BED 2.mp4,BED2,BED,asl_citizen,train,167
12,05644.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05644.mp4,bed,BED,wlasl,train,167
P37,0440499613505525-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\0440499613505525-BED 2.mp4,BED2,BED,asl_citizen,train,167
P18,5210609441885852-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5210609441885852-BED.mp4,BED1,BED,asl_citizen,train,167
P26,33550023121939865-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\33550023121939865-BED.mp4,BED1,BED,asl_citizen,train,167
2,05629.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05629.mp4,bed,BED,wlasl,train,167
P42,9351465869786617-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9351465869786617-BED 2.mp4,BED2,BED,asl_citizen,train,167
P42,7504571212627438-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7504571212627438-BED.mp4,BED1,BED,asl_citizen,train,167
P31,8290052980281477-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8290052980281477-BED.mp4,BED1,BED,asl_citizen,train,167
P47,7325110500516043-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7325110500516043-BED 2.mp4,BED2,BED,asl_citizen,train,167
P11,7100719460900693-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7100719460900693-BED 2.mp4,BED2,BED,asl_citizen,train,167
P22,5860298500998569-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5860298500998569-BED 2.mp4,BED2,BED,asl_citizen,train,167
P50,3061455946213081-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\3061455946213081-BED 2.mp4,BED2,BED,asl_citizen,train,167
P6,860063381086841-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\860063381086841-BED 2.mp4,BED2,BED,asl_citizen,train,167
P37,4708512735143906-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\4708512735143906-BED 2.mp4,BED2,BED,asl_citizen,train,167
P31,8756807143676495-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8756807143676495-BED 2.mp4,BED2,BED,asl_citizen,train,167
91,65162.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\65162.mp4,bed,BED,wlasl,train,167
P14,8215299233325997-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8215299233325997-BED 2.mp4,BED2,BED,asl_citizen,train,167
P9,8157297751263874-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8157297751263874-BED.mp4,BED1,BED,asl_citizen,train,167
P51,9054193437872764-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9054193437872764-BED.mp4,BED1,BED,asl_citizen,train,167
13,05634.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05634.mp4,bed,BED,wlasl,train,167
P22,38078046724800196-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\38078046724800196-BED.mp4,BED1,BED,asl_citizen,train,167
P35,39391120246843614-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\39391120246843614-BED 2.mp4,BED2,BED,asl_citizen,train,167
P39,6111456866182194-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6111456866182194-BED.mp4,BED1,BED,asl_citizen,train,167
P17,7523828240380874-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7523828240380874-BED 2.mp4,BED2,BED,asl_citizen,train,167
P25,5087208567483212-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5087208567483212-BED 2.mp4,BED2,BED,asl_citizen,train,167
P30,7767586064310084-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7767586064310084-BED.mp4,BED1,BED,asl_citizen,train,167
11,05638.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05638.mp4,bed,BED,wlasl,train,167
P27,23498704883362675-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\23498704883362675-BED.mp4,BED1,BED,asl_citizen,train,167
P26,007556095078846248-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\007556095078846248-BED 2.mp4,BED2,BED,asl_citizen,train,167
P11,919198427407482-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\919198427407482-BED.mp4,BED1,BED,asl_citizen,train,167
P21,9344616599761175-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9344616599761175-BED 2.mp4,BED2,BED,asl_citizen,train,167
P48,6529066037089684-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6529066037089684-BED.mp4,BED1,BED,asl_citizen,train,167
P15,7189489923194294-BED 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7189489923194294-BED 2.mp4,BED2,BED,asl_citizen,train,167
P20,281962275035226-BED.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\281962275035226-BED.mp4,BED1,BED,asl_citizen,train,167
13,05654.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05654.mp4,bedroom,BEDROOM,wlasl,train,168
P52,6926752386678221-seedBEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6926752386678221-seedBEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P42,036605604994135454-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\036605604994135454-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P49,717955427433185-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\717955427433185-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
26,05652.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05652.mp4,bedroom,BEDROOM,wlasl,train,168
P48,3759826767104564-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\3759826767104564-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P26,4282638537215595-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\4282638537215595-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P27,29212405268920505-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\29212405268920505-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P30,5904408238769328-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5904408238769328-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
10,05656.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05656.mp4,bedroom,BEDROOM,wlasl,train,168
P33,7859453412805542-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7859453412805542-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P9,6398357285466825-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6398357285466825-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P40,3361696159516576-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\3361696159516576-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P50,11992711665932054-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\11992711665932054-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P47,9483880207030069-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9483880207030069-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
12,05661.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05661.mp4,bedroom,BEDROOM,wlasl,train,168
P21,32931164026634097-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\32931164026634097-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P50,6452273781738498-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6452273781738498-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P11,3590726251614711-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\3590726251614711-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P37,37584053238743054-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\37584053238743054-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P6,4909580955968704-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\4909580955968704-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P14,04181559183474581-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\04181559183474581-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P17,16201647939654906-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\16201647939654906-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P16,13500964539789773-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\13500964539789773-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P22,532633297898772-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\532633297898772-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P42,8606689824558562-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8606689824558562-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P15,9355466119753539-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9355466119753539-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P29,5592010512098122-BEDROOM.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5592010512098122-BEDROOM.mp4,BEDROOM,BEDROOM,asl_citizen,train,168
P47,3815838813702843-BEE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\3815838813702843-BEE.mp4,BEE1,BEE,asl_citizen,train,169
P17,3894755318059373-BEE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\3894755318059373-BEE.mp4,BEE1,BEE,asl_citizen,train,169
P40,6942834524009942-BEE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6942834524009942-BEE.mp4,BEE1,BEE,asl_citizen,train,169
P6,38509618638272336-BEE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\38509618638272336-BEE.mp4,BEE1,BEE,asl_citizen,train,169
P37,8528595356812567-BEE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8528595356812567-BEE.mp4,BEE1,BEE,asl_citizen,train,169
P22,1451995145094782-BEE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\1451995145094782-BEE 2.mp4,BEE2,BEE,asl_citizen,train,169
P30,14438905359266485-BEE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\14438905359266485-BEE.mp4,BEE1,BEE,asl_citizen,train,169
P23,6296320434804672-BEE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6296320434804672-BEE 2.mp4,BEE2,BEE,asl_citizen,train,169
P9,31395737777791566-BEE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\31395737777791566-BEE.mp4,BEE1,BEE,asl_citizen,train,169
26,05680.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\05680.mp4,bee,BEE,wlasl,train,169
P5,9643359504766531-BEE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9643359504766531-BEE.mp4,BEE1,BEE,asl_citizen,train,169
P50,8698342088354629-BEE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8698342088354629-BEE.mp4,BEE1,BEE,asl_citizen,train,169
